Product ID,UPC,Brand,Description,Category,Location ID,Regular Price,Promo Price,Stock Level,Size,Sold By,Date Retrieved
7432304704,7432304704,Bimbo,Bimbo Double Fiber Toasted Bread,Bakery,1600812,0.0,0.0,Unknown,14 ct / 8.82 oz,Unknown,2025-02-25
1410004989,1410004989,Pepperidge Farm,"Pepperidge Farm Farmhouse Sweet Hawaiian Bread, 22 Oz Loaf",Bakery,1600812,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
7313203113,7313203113,The Rustik Oven,The Rustik Oven Hearty Grains & Seeds Bread,"Bakery, Natural & Organic",1600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25
7225002523,7225002523,Nature's Own,Nature's Own 100% Whole Grain Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7294561103,7294561103,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7882110095,7882110095,Nickles,Nickles Split Top Honey Wheat Sliced Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7294560134,7294560134,Sara Lee,Sara Lee 100% Whole Wheat Sandwich Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7882110130,7882110130,Nickles,Nickles Country Style Split Top White Bread,Bakery,1600812,0.0,0.0,Unknown,22 oz,Unknown,2025-02-25
7131400523,7131400523,Aunt Millie's,Aunt Millie's Healthy Goodness Whole Grain White Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7882110211,7882110211,Nickles,Nickles Light 35 White Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7882110212,7882110212,Nickles,Nickles Light 35 Wheat Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7294571588,7294571588,Sara Lee,Sara Lee Delightful Healthy Multi-Grain Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7294571589,7294571589,Sara Lee,Sara Lee Delightful Honey Whole Wheat Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
7341001385,7341001385,Arnold,Arnold Whole Grains Healthy Multi-Grain Sliced Bread,Bakery,1600812,0.0,0.0,Unknown,1 lb,Unknown,2025-02-25
1111000197,1111000197,Private Selection,Private Selection® 100% Whole Wheat Sliced Wide Pan Bread,Bakery,1600812,3.49,2.99,Unknown,24 oz,UNIT,2025-02-25
1111000908,1111000908,Simple Truth Organic,Simple Truth Organic™ White Bread,"Bakery, Natural & Organic",1600812,0.0,0.0,HIGH,26 oz,Unknown,2025-02-25
7225001118,7225001118,Home Pride,Home Pride Butter Top Wheat Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
4157322508,4157322508,Bakery Fresh Goodness,Bakery Fresh Garlic Bread Half Loaf,"Bakery, Bakery",1600812,0.0,0.0,Unknown,10 oz,Unknown,2025-02-25
3967707213,3967707213,California Goldminer,Goldminer California Sourdough Cracked Wheat Square Bread,"Bakery, Bakery",1600812,0.0,0.0,Unknown,24 oz,Unknown,2025-02-25
3967734596,3967734596,Just Bake It,Just Bake It French Batard White Bread,Bakery,1600812,0.0,0.0,Unknown,10 oz,Unknown,2025-02-25
3967734595,3967734595,Just Bake It,Just Bake It Multigrain Bread,Bakery,1600812,0.0,0.0,Unknown,10 oz,Unknown,2025-02-25
4157322506,4157322506,Bakery Fresh Goodness,Bakery Fresh Goodness Artisan French Bread,Bakery,1600812,2.49,2.0,Unknown,16 oz,UNIT,2025-02-25
7131900045,7131900045,Schwebel's,Schwebel's Pumpernickel Dark Rye Sliced Bread,Bakery,1600812,0.0,0.0,Unknown,24 oz,Unknown,2025-02-25
7341000026,7341000026,Arnold,Arnold Whole Grains 12 Grains Sandwich Bread (Packaging May Vary),Bakery,1600812,0.0,0.0,HIGH,24 oz,Unknown,2025-02-25
7452400200,7452400200,Old World Bakery,Old World Bakery Whole Wheat Pita Bread,Bakery,1600812,3.49,0.0,Unknown,12 oz,UNIT,2025-02-25
1111019013,1111019013,Unknown,Italian Bread,Bakery,1600812,2.49,2.0,Unknown,16 oz,UNIT,2025-02-25
1308790121,1308790121,La Brea Bakery,La Brea Gluten Free Multigrain Sandwich Bread,"Bakery, Bakery, Bakery",1600812,0.0,0.0,Unknown,13 oz,Unknown,2025-02-25
7102561719,7102561719,D'Italiano,D'Italiano Reduced Calorie Italian Bread,Bakery,1600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25
7102561716,7102561716,D'Italiano,D'Italiano Italian Bread,Bakery,1600812,0.0,0.0,HIGH,20 oz,Unknown,2025-02-25
1410004991,1410004991,Pepperidge Farm,Pepperidge Farm Whole Grain Thin Sliced 15 Grain Bread,Bakery,1600812,0.0,0.0,TEMPORARILY_OUT_OF_STOCK,22 oz,Unknown,2025-02-25
3967707112,3967707112,California Goldminer,California Goldminer® Sourdough Square Bread,Bakery,1600812,5.49,3.99,Unknown,24 oz,UNIT,2025-02-25
4157322402,4157322402,Bakery Fresh Goodness,Bakery Fresh Multigrain French Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
4157322400,4157322400,Bakery Fresh Goodness,Bakery Fresh Crusty White French Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7882110028,7882110028,Nickles,Nickles Italian Bread,Bakery,1600812,2.49,0.0,Unknown,20 oz,UNIT,2025-02-25
1111006224,1111006224,Simple Truth Organic,Simple Truth Organic® Ready to Bake Sourdough Boule Artisan Bread,"Bakery, Natural & Organic",1600812,0.0,0.0,Unknown,9 oz,Unknown,2025-02-25
7313203112,7313203112,The Rustik Oven,The Rustik Oven Artisan Style Italian Bread,Bakery,1600812,0.0,0.0,HIGH,16 oz,Unknown,2025-02-25
7054540500,7054540500,Cellone's,Cellone's Homestyle Italian Sliced Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
7882110178,7882110178,Nickles,Nickles Country Style Deli Rye Bread,Bakery,1600812,0.0,0.0,Unknown,20 oz,Unknown,2025-02-25
7341003200,7341003200,Arnold,Arnold Jewish Seedless Rye Bread,Bakery,1600812,0.0,0.0,Unknown,16 oz,Unknown,2025-02-25
1376402824,1376402824,Dave's Killer Bread,Dave's Killer Bread Burger Buns Done Right Organic Burger Buns 8 Count,"Natural & Organic, Bakery",1600812,0.0,0.0,HIGH,17.6 oz,Unknown,2025-02-25
